 ;Timmätt förbr;Timmätt förbr;Timmätt förbr;Timmätt förbr;Ospec.;Ospec.;Ospec.;Ospec.;Avkopplingsb.;Avkopplingsb.;Avkopplingsb.;Avkopplingsb.;Ospec. ;Ospec. ;Ospec. ;Ospec. ;Vattenkraft ;Vattenkraft ;Vattenkraft ;Vattenkraft ;Vindkraft;Vindkraft;Vindkraft;Vindkraft;Kärnkraft;Värmekraft;Värmekraft;Värmekraft;Värmekraft;Gast./diesel;Gast./diesel;Gast./diesel;Gast./diesel;Schablonleverans;Schablonleverans;Schablonleverans;Schablonleverans;Schablonleverans;Schablonleverans;Schablonleverans;Schablonleverans;Solkraft;Solkraft;Solkraft;Solkraft
22.11.2017 9:00;-906;-1 546;-7 984;-2 119;-;-;-;-;-11.61;-5.90;-48.87;-0.79;0.00;0.00;8.82;33.89;2770;6174;1517;268;116.8;342;1121;1080;7217;36.6;144.6;1172;209;-;-;-;-;-321;-726;-4 973;-1 538;-28.2;-48.9;-381.8;-115.5;0.000;0.000;0.083;0.069
22.11.2017 10:00;-915;-1 557;-8 089;-2 155;-;-;-;-;-12.57;-6.39;-44.97;-0.71;0.00;0.01;9.17;33.68;2698;6103;1603;270;122.1;339;1197;1029;7217;36.7;142.3;1181;212;-;-;-;-;-323;-720;-4 947;-1 528;-28.4;-48.6;-379.9;-114.8;0.000;0.001;0.204;0.132
22.11.2017 11:00;-911;-1 565;-8 022;-2 141;-;-;-;-;-10.45;-7.28;-43.52;-0.68;0.00;0.00;9.32;31.39;2755;5948;1672;272;124.3;358;1227;930;7219;37.0;143.0;1168;213;-;-;-;-;-323;-717;-4 919;-1 517;-28.4;-48.3;-377.9;-114.1;0.000;0.001;0.197;0.150
22.11.2017 12:00;-927;-1 556;-8 006;-2 073;-;-;-;-;-13.40;-7.54;-40.16;-1.51;0.00;0.00;9.44;30.60;2472;5852;1653;271;111.3;398;1240;812;7220;36.5;142.9;1164;207;-;-;-;-;-324;-712;-4 878;-1 490;-28.4;-48.0;-374.8;-112.1;0.000;0.001;0.170;0.117
22.11.2017 13:00;-924;-1 555;-7 992;-2 098;-;-;-;-;-11.72;-8.22;-45.29;-1.86;0.00;0.00;9.51;30.47;2450;5944;1640;272;123.7;441;1252;734;7220;37.4;140.8;1171;174;-;-;-;-;-326;-704;-4 794;-1 455;-28.6;-47.5;-368.5;-109.5;0.000;0.001;0.121;0.088
22.11.2017 14:00;-938;-1 548;-7 958;-2 066;-;-;-;-;-10.90;-7.90;-43.72;-1.43;0.00;0.00;9.89;30.71;2641;6089;1669;272;132.2;488;1318;686;7213;37.2;140.9;1168;164;-;-;-;-;-336;-714;-4 788;-1 451;-29.5;-48.2;-368.4;-109.2;0.000;0.002;0.064;0.045
22.11.2017 15:00;-929;-1 503;-7 887;-2 035;-;-;-;-;-11.03;-7.22;-46.92;-0.65;0.00;0.01;10.77;30.61;2658;6171;1545;272;133.0;571;1392;682;7211;37.2;141.1;1157;162;-;-;-;-;-356;-756;-4 999;-1 509;-31.2;-51.0;-385.0;-113.6;0.000;0.003;0.038;0.031
22.11.2017 16:00;-909;-1 434;-7 606;-1 930;-;-;-;-;-9.03;-6.51;-42.49;-0.49;0.00;0.00;10.99;30.50;2464;6065;1694;269;160.1;686;1499;730;7213;37.3;141.2;1135;163;-;-;-;-;-372;-792;-5 312;-1 622;-32.7;-53.3;-409.3;-122.0;0.000;0.006;0.034;0.031
22.11.2017 17:00;-920;-1 393;-7 301;-1 829;-;-;-;-;-8.50;-6.62;-40.17;-0.74;0.00;0.01;11.11;31.21;2147;6029;1670;264;174.6;753;1557;806;7217;37.3;136.8;1132;162;-;-;-;-;-376;-798;-5 528;-1 685;-33.0;-53.6;-426.1;-126.6;0.000;0.007;0.040;0.030
22.11.2017 18:00;-891;-1 349;-7 004;-1 730;-;-;-;-;-8.28;-5.74;-38.70;-0.55;0.00;0.00;11.12;26.05;2006;5877;1467;254;209.0;825;1587;895;7217;35.6;134.9;1121;164;-;-;-;-;-370;-775;-5 478;-1 650;-32.5;-52.1;-422.2;-123.9;0.000;0.010;0.041;0.027
22.11.2017 19:00;-878;-1 300;-6 902;-1 666;-;-;-;-;-8.26;-5.35;-36.13;-0.44;0.00;0.01;11.22;20.59;1856;5714;1246;253;220.6;931;1634;962;7221;32.5;130.2;990;163;-;-;-;-;-363;-755;-5 307;-1 587;-31.9;-50.8;-409.0;-119.0;0.000;0.014;0.035;0.032
22.11.2017 20:00;-858;-1 268;-6 705;-1 615;-;-;-;-;-8.09;-5.32;-34.54;-0.43;0.00;0.02;11.73;17.03;1826;5509;1153;252;226.8;1065;1697;1030;7222;28.7;129.5;875;164;-;-;-;-;-353;-731;-5 025;-1 495;-31.1;-49.2;-387.2;-112.1;0.000;0.009;0.034;0.030
22.11.2017 21:00;-870;-1 238;-6 385;-1 561;-;-;-;-;-8.06;-5.46;-33.97;-0.38;0.00;0.01;12.07;13.07;1320;5072;1038;249;228.8;1180;1758;1054;7222;26.4;127.4;845;163;-;-;-;-;-341;-703;-4 681;-1 390;-30.0;-47.4;-360.5;-104.2;0.000;0.009;0.034;0.030
22.11.2017 22:00;-841;-1 219;-5 982;-1 490;-;-;-;-;-8.07;-5.91;-37.12;-0.41;0.01;0.02;12.55;12.82;1157;4508;913;248;255.4;1267;1810;1067;7215;25.2;123.1;851;162;-;-;-;-;-323;-664;-4 256;-1 260;-28.4;-44.9;-327.6;-94.4;0.000;0.013;0.027;0.028
22.11.2017 23:00;-803;-1 183;-5 689;-1 415;-;-;-;-;-8.08;-5.61;-38.32;-0.63;0.00;0.02;13.27;13.06;1148;3761;824;247;294.4;1311;1814;1041;7214;24.1;118.4;850;160;-;-;-;-;-305;-620;-3 821;-1 137;-26.9;-41.9;-294.0;-85.1;0.000;0.015;0.026;0.029
23.11.2017 0:00;-761;-1 158;-5 525;-1 370;-;-;-;-;-8.18;-5.75;-40.13;-0.82;0.00;0.01;13.09;12.82;900;2901;788;241;304.9;1355;1786;1005;7213;23.9;113.5;857;160;-;-;-;-;-296;-596;-3 545;-1 071;-26.1;-40.4;-272.5;-80.1;0.000;0.015;0.030;0.027
23.11.2017 1:00;-751;-1 159;-5 351;-1 328;-;-;-;-;-8.04;-5.74;-39.55;-0.37;0.01;0.02;13.02;13.02;764;2468;786;238;317.4;1388;1833;1011;7213;23.6;116.5;851;131;-;-;-;-;-291;-586;-3 396;-1 042;-25.7;-39.7;-261.1;-77.9;0.000;0.010;0.026;0.030
23.11.2017 2:00;-751;-1 146;-5 231;-1 310;-;-;-;-;-7.97;-5.72;-36.50;-0.73;0.00;0.02;13.02;12.67;738;2307;774;238;323.8;1413;1833;1002;7215;23.7;115.5;868;130;-;-;-;-;-292;-582;-3 314;-1 034;-25.7;-39.5;-254.9;-77.3;0.000;0.011;0.026;0.025
23.11.2017 3:00;-748;-1 133;-5 217;-1 321;-;-;-;-;-7.95;-5.59;-33.37;-0.37;0.00;0.01;12.93;13.23;724;2255;758;239;344.4;1415;1774;1010;7219;23.8;115.3;858;136;-;-;-;-;-295;-586;-3 277;-1 036;-26.0;-39.8;-252.0;-77.4;0.000;0.005;0.026;0.025
23.11.2017 4:00;-744;-1 156;-5 270;-1 359;-;-;-;-;-7.97;-5.49;-32.82;-0.57;0.00;0.02;13.32;20.82;815;2569;785;241;351.3;1416;1768;1030;7218;24.0;120.5;858;135;-;-;-;-;-305;-599;-3 291;-1 056;-26.8;-40.7;-253.1;-79.0;0.000;0.004;0.026;0.028
23.11.2017 5:00;-756;-1 174;-5 578;-1 475;-;-;-;-;-7.97;-5.88;-35.04;-0.53;0.01;0.00;13.30;24.38;1241;3431;830;245;357.3;1410;1818;1089;7224;23.9;125.8;853;150;-;-;-;-;-317;-628;-3 436;-1 117;-27.9;-42.7;-264.4;-83.5;0.000;0.005;0.030;0.025
23.11.2017 6:00;-814;-1 271;-6 303;-1 727;-;-;-;-;-11.29;-6.99;-36.03;-0.48;0.00;0.01;13.36;26.75;1367;4386;952;251;356.4;1399;1843;1196;7222;26.5;133.0;868;158;-;-;-;-;-334;-667;-3 786;-1 243;-29.3;-45.2;-291.4;-93.0;0.000;0.004;0.029;0.030
23.11.2017 7:00;-856;-1 377;-7 040;-1 973;-;-;-;-;-19.95;-7.18;-28.99;-0.84;0.00;0.01;13.05;30.82;1867;5388;1295;253;367.0;1407;1885;1228;7223;28.1;135.1;845;160;-;-;-;-;-340;-682;-4 026;-1 325;-29.8;-46.2;-310.2;-99.1;0.000;0.004;0.032;0.036
23.11.2017 8:00;-872;-1 402;-7 303;-2 044;-;-;-;-;-15.60;-6.43;-28.20;-1.99;0.00;0.00;53.44;31.12;1985;5256;1166;253;369.7;1473;1897;1194;7223;28.2;128.1;826;157;-;-;-;-;-334;-661;-3 899;-1 283;-29.3;-44.7;-300.9;-96.3;0.000;0.003;0.044;0.137
23.11.2017 9:00;-879;-1 405;-7 304;-2 044;-;-;-;-;-24.89;-6.45;-31.72;-1.62;0.00;0.01;15.42;31.05;2002;5111;1068;247;379.6;1533;1874;1154;7220;27.4;128.0;777;160;-;-;-;-;-328;-650;-3 856;-1 276;-28.7;-44.1;-297.8;-95.7;0.000;0.007;0.236;0.395
23.11.2017 10:00;-893;-1 402;-7 328;-2 073;-;-;-;-;-23.93;-4.78;-33.54;-1.48;0.00;0.00;10.57;30.96;2042;5173;1174;246;384.3;1513;1867;1104;7220;23.8;130.7;706;160;-;-;-;-;-329;-648;-3 844;-1 266;-28.9;-44.0;-297.1;-95.1;0.000;0.012;0.576;0.625
23.11.2017 11:00;-889;-1 399;-7 342;-2 061;-;-;-;-;-22.15;-6.18;-29.83;-1.55;0.00;0.00;10.38;31.08;2017;5104;1195;250;394.3;1494;1864;1080;7224;23.1;129.1;646;155;-;-;-;-;-330;-643;-3 832;-1 263;-28.9;-43.7;-296.3;-95.0;0.000;0.010;0.900;0.800
23.11.2017 12:00;-908;-1 382;-7 336;-2 037;-;-;-;-;-16.33;-6.58;-25.86;-2.10;0.00;0.00;9.98;31.09;2042;5175;1230;248;401.8;1465;1852;1052;7224;23.0;126.5;638;154;-;-;-;-;-332;-639;-3 819;-1 264;-29.1;-43.5;-295.2;-95.0;0.000;0.016;0.936;0.624
23.11.2017 13:00;-918;-1 375;-7 390;-2 027;-;-;-;-;-20.58;-6.21;-27.58;-1.66;0.00;0.00;9.99;30.86;2098;5189;1229;243;420.7;1490;1852;1104;7223;23.1;123.8;634;159;-;-;-;-;-333;-631;-3 786;-1 246;-29.2;-43.0;-292.8;-93.6;0.000;0.009;0.355;0.708
23.11.2017 14:00;-931;-1 410;-7 341;-1 990;-;-;-;-;-21.48;-6.41;-28.00;-1.98;0.00;0.01;10.07;31.06;2093;5258;1257;247;440.0;1572;1875;1083;7223;25.1;122.1;634;161;-;-;-;-;-344;-637;-3 840;-1 249;-30.1;-43.4;-296.9;-93.8;0.000;0.005;0.118;0.300
23.11.2017 15:00;-929;-1 418;-7 393;-1 967;-;-;-;-;-9.93;-6.31;-30.85;-1.43;0.00;0.00;8.15;31.11;2078;5371;1331;250;445.6;1658;1880;1201;7155;28.3;120.3;618;162;-;-;-;-;-357;-671;-4 084;-1 329;-31.3;-45.6;-315.8;-100.0;0.000;0.001;0.038;0.043
23.11.2017 16:00;-902;-1 377;-7 152;-1 850;-;-;-;-;-19.71;-6.03;-32.79;-1.28;0.00;0.00;9.90;32.57;2313;5497;1407;251;452.4;1658;1899;1250;7105;28.4;121.3;608;160;-;-;-;-;-371;-704;-4 419;-1 486;-32.5;-47.7;-341.7;-111.7;0.000;0.007;0.033;0.030
23.11.2017 17:00;-861;-1 355;-6 895;-1 757;-;-;-;-;-26.37;-5.93;-31.80;-1.41;0.00;0.02;9.74;34.05;2366;5530;1420;251;445.3;1622;1953;1252;7139;28.3;123.5;623;162;-;-;-;-;-373;-709;-4 658;-1 563;-32.7;-48.0;-360.5;-117.3;0.000;0.012;0.034;0.029
23.11.2017 18:00;-839;-1 319;-6 640;-1 701;-;-;-;-;-19.55;-5.96;-30.85;-1.45;0.00;0.01;9.94;28.56;2258;5474;1415;254;433.0;1567;1966;1200;7151;28.4;121.3;647;162;-;-;-;-;-365;-689;-4 657;-1 542;-32.0;-46.7;-360.2;-115.6;0.000;0.015;0.030;0.028
23.11.2017 19:00;-847;-1 310;-6 471;-1 653;-;-;-;-;-11.67;-5.73;-35.29;-0.86;0.00;0.03;10.00;21.92;1901;5486;1350;255;422.4;1576;1942;1156;7162;27.8;122.6;644;163;-;-;-;-;-356;-666;-4 569;-1 494;-31.3;-45.2;-353.1;-112.1;0.000;0.017;0.034;0.026
23.11.2017 20:00;-835;-1 275;-6 331;-1 591;-;-;-;-;-10.23;-5.84;-33.63;-1.45;0.00;0.01;10.06;17.12;1712;4979;1309;267;401.4;1660;1905;1114;7175;24.1;119.2;654;163;-;-;-;-;-342;-641;-4 388;-1 425;-30.1;-43.5;-338.7;-106.9;0.000;0.020;0.034;0.029
23.11.2017 21:00;-828;-1 256;-6 100;-1 527;-;-;-;-;-10.08;-6.07;-32.38;-1.51;0.00;0.03;9.48;15.57;1510;4495;1211;270;375.0;1630;1853;1099;7185;23.4;118.2;661;164;-;-;-;-;-329;-613;-4 122;-1 340;-28.9;-41.6;-317.8;-100.4;0.000;0.019;0.029;0.023
23.11.2017 22:00;-812;-1 231;-5 847;-1 464;-;-;-;-;-9.98;-5.57;-30.91;-1.64;0.01;0.01;9.65;16.04;1195;3800;1016;264;345.5;1608;1812;1011;7195;24.4;117.9;660;161;-;-;-;-;-309;-573;-3 768;-1 234;-27.2;-39.0;-290.4;-92.4;0.000;0.018;0.028;0.027
23.11.2017 23:00;-793;-1 192;-5 671;-1 385;-;-;-;-;-18.14;-5.36;-35.25;-1.52;0.00;0.02;9.67;15.95;1020;2877;958;261;329.5;1663;1734;1023;7203;23.5;113.2;672;159;-;-;-;-;-288;-531;-3 403;-1 125;-25.4;-36.2;-262.1;-84.1;0.000;0.024;0.026;0.027
24.11.2017 0:00;-770;-1 176;-5 510;-1 334;-;-;-;-;-22.96;-4.95;-34.85;-1.54;0.00;0.01;10.28;15.21;980;2506;913;259;376.1;1726;1750;1026;7213;22.7;113.0;681;158;-;-;-;-;-276;-505;-3 175;-1 066;-24.3;-34.4;-244.5;-79.7;0.000;0.019;0.020;0.029
24.11.2017 1:00;-730;-1 163;-5 392;-1 337;-;-;-;-;-22.30;-4.32;-40.66;-1.52;0.00;0.02;10.30;15.28;977;2345;921;257;436.9;1732;1746;1070;7217;24.7;115.7;685;158;-;-;-;-;-270;-493;-3 083;-1 039;-23.8;-33.6;-237.2;-77.6;0.000;0.016;0.021;0.028
24.11.2017 2:00;-719;-1 159;-5 366;-1 324;-;-;-;-;-28.84;-4.32;-40.41;-1.59;0.01;0.05;10.23;15.17;1027;2453;914;259;449.4;1708;1685;1044;7221;33.9;119.7;704;159;-;-;-;-;-268;-491;-3 066;-1 031;-23.6;-33.5;-236.0;-77.0;0.000;0.019;0.020;0.029
24.11.2017 3:00;-716;-1 147;-5 399;-1 334;-;-;-;-;-28.19;-4.20;-40.29;-1.81;0.00;0.03;10.23;15.64;1022;2466;918;257;442.2;1666;1712;1074;7223;35.2;117.9;716;161;-;-;-;-;-269;-497;-3 090;-1 030;-23.7;-33.8;-237.7;-77.0;0.000;0.016;0.022;0.028
24.11.2017 4:00;-717;-1 152;-5 482;-1 349;-;-;-;-;-25.70;-4.07;-39.96;-1.58;0.00;0.06;10.23;16.25;1061;2784;983;257;425.5;1557;1600;1038;7224;35.1;117.3;722;160;-;-;-;-;-272;-512;-3 154;-1 044;-24.0;-34.8;-242.5;-78.0;0.000;0.006;0.022;0.029
24.11.2017 5:00;-729;-1 186;-5 764;-1 454;-;-;-;-;-25.70;-4.27;-35.84;-1.52;0.00;0.07;10.36;24.22;1434;3864;1035;259;376.9;1339;1591;876;7219;39.3;121.1;737;160;-;-;-;-;-280;-542;-3 334;-1 096;-24.6;-36.8;-256.3;-81.9;0.000;0.005;0.023;0.029
24.11.2017 6:00;-777;-1 270;-6 576;-1 698;-;-;-;-;-25.63;-4.44;-37.03;-1.39;0.00;0.02;10.15;32.77;1904;5150;1266;261;352.8;1158;1572;756;7215;42.9;129.1;754;158;-;-;-;-;-294;-585;-3 716;-1 217;-25.8;-39.7;-285.8;-91.0;0.000;0.006;0.023;0.027
24.11.2017 7:00;-812;-1 351;-7 312;-1 958;-;-;-;-;-25.44;-4.94;-32.79;-1.77;0.00;0.02;10.06;33.87;2482;5906;1579;265;314.5;1121;1582;689;7214;44.6;132.3;779;158;-;-;-;-;-301;-613;-4 016;-1 311;-26.4;-41.4;-309.1;-98.2;0.000;0.006;0.027;0.028
24.11.2017 8:00;-831;-1 371;-7 442;-2 036;-;-;-;-;-21.97;-6.66;-36.52;-1.27;0.00;0.05;12.27;33.75;2491;5805;1549;263;295.3;1188;1493;565;7215;45.5;131.9;808;157;-;-;-;-;-294;-598;-3 936;-1 290;-25.9;-40.4;-303.1;-96.7;0.000;0.009;0.148;0.079
24.11.2017 9:00;-834;-1 320;-7 358;-1 982;-;-;-;-;-16.78;-11.85;-34.28;-1.59;0.00;0.02;12.52;34.27;2405;5791;1513;269;245.7;1100;1406;355;7215;45.8;130.9;820;155;-;-;-;-;-289;-589;-3 910;-1 289;-25.4;-39.9;-301.4;-96.6;0.000;0.048;0.799;0.306
24.11.2017 10:00;-826;-1 372;-7 426;-2 029;-;-;-;-;-4.71;-8.67;-34.94;-1.13;0.00;0.03;13.03;34.35;2414;5728;1506;266;215.9;1041;1261;250;7221;48.1;132.2;821;159;-;-;-;-;-287;-581;-3 873;-1 287;-25.2;-39.4;-298.7;-96.6;0.002;0.254;1.689;0.279
24.11.2017 11:00;-837;-1 365;-7 372;-2 025;-;-;-;-;-3.66;-5.45;-33.53;-1.71;0.00;0.01;12.85;34.24;2461;5593;1399;273;183.8;1094;1129;204;7223;32.3;128.6;812;161;-;-;-;-;-285;-571;-3 844;-1 292;-25.1;-38.7;-296.6;-96.9;0.000;0.570;2.282;0.253
24.11.2017 12:00;-852;-1 356;-7 260;-1 956;-;-;-;-;-12.08;-5.52;-33.81;-1.66;0.00;0.00;13.04;34.42;2453;5514;1338;280;178.4;1141;1066;156;7225;46.8;126.4;803;158;-;-;-;-;-284;-566;-3 837;-1 288;-25.0;-38.4;-295.9;-96.7;0.000;0.581;2.245;0.237
24.11.2017 13:00;-846;-1 345;-7 096;-1 936;-;-;-;-;-18.96;-5.91;-31.54;-1.53;0.01;0.01;13.20;34.26;2415;5497;1339;278;142.3;1214;948;101;7224;51.0;127.1;798;160;-;-;-;-;-286;-565;-3 829;-1 283;-25.1;-38.4;-295.3;-96.3;0.000;0.255;1.295;0.253
24.11.2017 14:00;-870;-1 353;-7 038;-1 852;-;-;-;-;-22.00;-6.34;-31.42;-1.58;0.00;0.01;13.01;34.63;2449;5504;1377;277;129.9;1275;838;88;7223;50.4;129.9;791;162;-;-;-;-;-298;-586;-3 911;-1 302;-26.2;-39.8;-301.5;-97.8;0.000;0.021;0.340;0.086
24.11.2017 15:00;-838;-1 332;-6 953;-1 796;-;-;-;-;-20.66;-6.35;-30.57;-1.38;0.00;0.00;13.14;34.52;2562;5615;1567;277;158.8;1438;849;108;7223;47.8;132.0;795;162;-;-;-;-;-312;-642;-4 209;-1 381;-27.4;-43.6;-324.5;-103.6;0.000;0.009;0.038;0.040
24.11.2017 16:00;-813;-1 316;-6 859;-1 697;-;-;-;-;-8.67;-5.26;-63.12;-1.56;0.00;0.02;13.44;33.99;2879;5676;1696;276;207.0;1439;792;112;7224;38.7;132.2;810;164;-;-;-;-;-323;-687;-4 636;-1 523;-28.3;-46.5;-357.2;-114.2;0.000;0.006;0.024;0.034
24.11.2017 17:00;-808;-1 295;-6 626;-1 621;-;-;-;-;-3.17;-5.00;-75.88;-1.19;0.00;0.01;13.09;34.35;2803;5637;1537;274;244.6;1462;904;117;7227;42.0;133.0;815;167;-;-;-;-;-326;-701;-4 899;-1 599;-28.6;-47.4;-377.3;-119.9;0.000;0.008;0.025;0.034
24.11.2017 18:00;-800;-1 262;-6 351;-1 544;-;-;-;-;-6.50;-4.86;-51.56;-1.64;0.00;0.02;13.36;28.88;2595;5636;1394;271;271.5;1506;939;166;7227;40.7;133.1;825;169;-;-;-;-;-320;-689;-4 947;-1 597;-28.1;-46.5;-380.6;-119.7;0.000;0.015;0.024;0.031
24.11.2017 19:00;-797;-1 246;-6 109;-1 470;-;-;-;-;-7.54;-4.70;-38.34;-1.88;0.00;0.02;13.47;22.43;2267;5413;1329;271;275.5;1444;958;234;7228;44.2;131.6;849;168;-;-;-;-;-311;-675;-4 824;-1 541;-27.3;-45.6;-370.8;-115.5;0.000;0.012;0.026;0.031
24.11.2017 20:00;-776;-1 230;-5 987;-1 402;-;-;-;-;-13.25;-4.59;-40.62;-1.45;0.00;0.02;13.48;21.92;1651;5180;1244;271;260.7;1444;965;285;7230;45.1;131.4;856;167;-;-;-;-;-299;-655;-4 624;-1 471;-26.3;-44.3;-355.2;-110.2;0.000;0.015;0.020;0.028
24.11.2017 21:00;-780;-1 202;-5 757;-1 344;-;-;-;-;-3.19;-4.54;-39.96;-1.59;0.00;0.02;13.59;21.32;1618;4727;1218;272;251.3;1412;979;320;7231;42.4;127.8;854;169;-;-;-;-;-287;-634;-4 404;-1 402;-25.2;-42.9;-338.0;-104.9;0.000;0.013;0.023;0.033
24.11.2017 22:00;-752;-1 196;-5 578;-1 276;-;-;-;-;-3.06;-3.98;-34.30;-1.17;0.01;0.01;13.48;21.57;1602;4099;1181;272;229.7;1390;940;246;7233;36.6;127.6;851;170;-;-;-;-;-275;-615;-4 194;-1 334;-24.1;-41.6;-321.6;-99.7;0.000;0.016;0.019;0.028
24.11.2017 23:00;-751;-1 178;-5 452;-1 243;-;-;-;-;-2.94;-3.32;-34.46;-1.75;0.00;0.02;13.41;21.29;1388;3750;1130;273;203.0;1337;1017;234;7233;32.0;130.4;839;188;-;-;-;-;-259;-587;-3 916;-1 252;-22.8;-39.8;-300.1;-93.4;0.000;0.016;0.021;0.027
25.11.2017 0:00;-727;-1 170;-5 323;-1 217;-;-;-;-;-5.25;-3.07;-40.68;-1.21;0.00;0.01;13.48;21.13;1055;3568;1068;271;194.3;1206;1047;225;7234;28.1;129.4;830;192;-;-;-;-;-249;-566;-3 700;-1 201;-21.8;-38.4;-283.4;-89.6;0.000;0.013;0.019;0.028
25.11.2017 1:00;-727;-1 176;-5 249;-1 189;-;-;-;-;-9.21;-3.13;-43.20;-1.45;0.02;0.01;13.37;21.11;1053;3238;999;269;168.1;1113;997;245;7232;24.4;132.6;846;189;-;-;-;-;-244;-556;-3 581;-1 174;-21.4;-37.7;-274.1;-87.6;0.000;0.010;0.021;0.029
25.11.2017 2:00;-733;-1 159;-5 188;-1 198;-;-;-;-;-4.43;-3.13;-42.72;-1.36;0.00;0.02;13.53;21.13;1026;3162;1000;266;152.8;1063;1025;272;7232;25.7;132.2;846;190;-;-;-;-;-241;-554;-3 549;-1 168;-21.1;-37.6;-271.6;-87.1;0.000;0.007;0.021;0.034
25.11.2017 3:00;-715;-1 159;-5 195;-1 198;-;-;-;-;-4.64;-3.24;-40.56;-1.52;0.00;0.02;13.46;22.76;1052;3224;1007;264;134.4;983;1058;267;7234;30.3;133.1;848;194;-;-;-;-;-242;-558;-3 569;-1 174;-21.2;-37.9;-273.1;-87.5;0.000;0.006;0.020;0.029
25.11.2017 4:00;-719;-1 181;-5 220;-1 214;-;-;-;-;-11.99;-3.59;-41.75;-1.38;0.00;0.04;13.32;23.70;1130;3305;1023;263;124.9;894;1046;227;7234;32.5;135.8;808;194;-;-;-;-;-244;-568;-3 612;-1 186;-21.3;-38.6;-276.3;-88.5;0.000;0.009;0.021;0.029
25.11.2017 5:00;-728;-1 184;-5 341;-1 248;-;-;-;-;-7.62;-4.31;-39.87;-1.45;0.01;0.06;13.25;23.59;1381;3666;1032;265;115.3;841;1126;187;7235;26.9;139.3;783;193;-;-;-;-;-248;-586;-3 685;-1 212;-21.6;-39.8;-281.8;-90.4;0.000;0.009;0.022;0.028
25.11.2017 6:00;-748;-1 215;-5 585;-1 320;-;-;-;-;-14.37;-4.35;-40.67;-1.75;0.00;0.06;13.27;29.27;1774;4190;1067;267;89.6;897;1117;155;7232;23.1;139.6;777;197;-;-;-;-;-257;-609;-3 813;-1 265;-22.5;-41.3;-291.6;-94.4;0.000;0.002;0.024;0.029
25.11.2017 7:00;-759;-1 251;-5 794;-1 388;-;-;-;-;-19.90;-4.66;-38.30;-1.54;0.00;0.03;13.22;34.13;2250;4799;1138;271;68.8;858;1185;109;7226;37.5;141.9;780;195;-;-;-;-;-269;-640;-4 025;-1 343;-23.5;-43.3;-307.9;-100.2;0.000;0.003;0.026;0.036
25.11.2017 8:00;-767;-1 283;-5 865;-1 418;-;-;-;-;-19.40;-4.60;-41.64;-1.40;0.00;0.07;12.92;34.37;2673;5137;1178;276;88.7;849;1089;93;7222;32.1;146.2;787;193;-;-;-;-;-281;-665;-4 259;-1 426;-24.5;-44.9;-325.9;-106.4;0.000;0.003;0.142;0.049
25.11.2017 9:00;-790;-1 296;-5 990;-1 424;-;-;-;-;-15.17;-4.62;-41.71;-1.60;0.00;0.06;8.29;34.22;2711;5339;1209;277;78.4;887;1060;78;7219;37.1;147.2;776;200;-;-;-;-;-293;-696;-4 511;-1 511;-25.5;-47.1;-345.5;-112.8;0.000;0.052;1.811;0.243
25.11.2017 10:00;-786;-1 272;-6 037;-1 456;-;-;-;-;-7.78;-4.59;-44.52;-1.52;0.00;0.05;12.51;34.74;2711;5482;1231;277;73.8;801;928;55;7219;35.2;149.4;773;201;-;-;-;-;-301;-703;-4 589;-1 543;-26.2;-47.6;-352.0;-115.3;0.002;0.285;5.344;0.679
25.11.2017 11:00;-780;-1 282;-6 124;-1 480;-;-;-;-;-7.47;-5.30;-41.77;-1.91;0.00;0.04;13.42;34.39;2727;5530;1227;277;78.7;734;940;42;7221;38.4;146.2;762;199;-;-;-;-;-303;-692;-4 565;-1 538;-26.3;-46.8;-350.7;-115.0;0.007;0.391;7.487;0.991
25.11.2017 12:00;-801;-1 264;-6 132;-1 462;-;-;-;-;-9.78;-4.77;-41.40;-1.64;0.00;0.04;11.37;34.54;2682;5428;1222;277;67.3;733;886;37;7220;35.8;137.1;749;196;-;-;-;-;-303;-680;-4 531;-1 523;-26.4;-46.0;-348.2;-114.0;0.004;0.353;7.133;1.007
25.11.2017 13:00;-797;-1 253;-6 099;-1 438;-;-;-;-;-14.60;-4.67;-38.08;-1.31;0.00;0.03;7.41;34.43;2670;5352;1224;277;78.3;756;876;44;7220;41.9;136.0;742;195;-;-;-;-;-303;-671;-4 460;-1 495;-26.4;-45.4;-342.9;-111.9;0.000;0.113;4.038;0.670
25.11.2017 14:00;-786;-1 234;-6 036;-1 433;-;-;-;-;-16.18;-4.70;-36.56;-1.78;0.00;0.02;8.82;34.62;2692;5369;1228;276;83.6;830;912;46;7220;45.1;137.3;729;201;-;-;-;-;-316;-686;-4 500;-1 494;-27.5;-46.5;-346.0;-111.8;0.000;0.010;0.645;0.265
25.11.2017 15:00;-786;-1 239;-6 193;-1 414;-;-;-;-;-8.56;-4.32;-35.72;-1.50;0.00;0.01;9.05;34.44;2717;5436;1252;276;95.6;824;940;39;7216;44.5;136.9;741;198;-;-;-;-;-334;-737;-4 752;-1 560;-29.0;-49.9;-365.4;-116.8;0.000;0.006;0.058;0.045
